Country,Year,GDP_Growth,Inflation,Debt_to_GDP,Exchange_Rate,Foreign_Reserves,Current_Account_Balance,Debt_Service_Exports,Political_Stability,Interest_Rate,Default
Lebanon,2000,3.3956882563420523,13.727918182867104,64.55073482191355,1781.8525027788414,41.99083539108382,1.0772459239923018,25.04692623238548,-0.9471836860896274,11.003085029154143,0
Lebanon,2001,2.2257559892132615,9.42201016831929,73.94718017930904,1233.4475639993852,15.403567962621658,-3.893778256444635,24.424073711758986,-1.1828066501939971,9.85078985066309,0
Lebanon,2002,1.5005717526977116,16.352176238893183,61.00123926875639,1174.6190989757883,10.023169482887106,-3.5478280083651916,13.954896817478097,-1.1255937485715746,10.158772301283344,0
Lebanon,2003,6.113192103869538,9.490134261229173,64.44123992524145,1368.9121043778532,10.476383323367465,-3.833437891725231,13.227818824165587,-1.3820203849433828,12.058015606884195,0
Lebanon,2004,1.151970410508828,4.451716082553665,57.33856043667482,1506.187117235161,29.600933485344566,-2.085279346736542,12.752238249483899,-1.2862139756947046,14.462655537067215,0
Lebanon,2005,-0.12090965180806945,11.789901428604885,75.01279039253376,1586.5376609269135,33.35394781105646,-1.57569587176658,9.018442058298824,-0.8224592423848069,10.47518348603342,0
Lebanon,2006,4.735007802600185,8.938006425178393,89.20395026418429,1344.6730447159007,52.48549575584265,-1.7755044601645413,13.918333368548481,-0.4764532783848163,10.601684759704751,0
Lebanon,2007,4.580880294969557,9.997984494644346,55.30208461771161,1623.5127432232528,29.212162291738892,-7.125251804170827,17.33537621492146,-1.436438074835351,14.12980386462758,0
Lebanon,2008,6.037372733462003,0.26530931041953565,58.38300781025728,1558.9801204061143,29.0034615583036,2.899049730541896,16.042943073770978,-0.8883876536273575,15.701041470617415,0
Lebanon,2009,0.33299870644521334,14.772823455373574,88.50188989108338,1491.5769407943976,46.69086348217546,-4.450698918684267,20.172050971544053,-1.72315585300831,9.744689797150347,0
Lebanon,2010,-0.9628486074128015,12.119637583780017,81.2328615830209,1382.3205354665788,33.93751391392348,-4.735575152969782,13.605489641959865,-0.7844125799247069,7.767804741739177,0
Lebanon,2011,4.955102885198928,9.493143118519129,54.90814019514806,1548.1721160604768,33.30457282002013,-5.711732280761604,21.666200376931844,-0.548124785811279,14.761007271836093,0
Lebanon,2012,1.528946476088716,12.949549859979339,66.06652006241632,1777.4134853202495,30.39168237641847,2.6552547851311656,8.637591097716097,-0.4546339383969301,11.259376235964874,0
Lebanon,2013,1.2835955046771619,11.64345266578535,75.01717105648628,1493.5296127484714,27.576298707677548,-7.13618745365715,18.794619103008273,-1.1130419835569916,7.129512822654254,0
Lebanon,2014,5.10732639749956,10.162102544109446,73.72784827369846,1461.7371643005768,26.6029754045369,-5.099843316052457,24.676034920186815,-1.5205635895808012,5.832706134297519,0
Lebanon,2015,4.694839402600761,8.04106508925995,69.6256716069961,1618.1082506542361,35.90296123814758,-7.519002854586364,25.18090373934438,-1.1785341907368088,8.86025956853959,0
Lebanon,2016,4.840761592511168,10.495450760854993,44.95594217206465,2097.5796061981105,34.295240542777,-3.9941458719094802,11.758447356817706,-1.537065809800988,14.739189309048193,0
Lebanon,2017,2.0996187126474317,12.12400035370898,78.94179738448847,1807.4157792499773,27.81098240983441,-2.7576343840103608,14.5888780022267,-1.3261159064191903,11.439319913096675,0
Lebanon,2018,0.2732374455671591,7.061876706346277,78.19960083724808,1257.6900706500148,16.44287020539189,-3.3761921357946774,8.999556709266813,-0.6595334097232259,13.555195828878764,0
Lebanon,2019,0.5196023001819317,10.496373187932008,58.008536320912256,1359.776683334956,30.428337712360907,2.4774028718699412,23.13524888820237,-0.8763927360675537,8.23540776008505,0
Lebanon,2020,1.1587521231501363,14.317950292861829,54.51258909487842,1433.9677282710174,47.555743121036684,-1.2733886266848191,15.9543948198034,-0.4937452925520479,10.732336742530796,1
Lebanon,2021,2.7505415423985626,15.473905914558834,31.493136749402815,1610.8052133317096,19.19192228124251,-3.6470774877071452,8.263379437432643,-1.4419816491485284,8.620541187177583,1
Lebanon,2022,-1.3983391784685963,6.28014126742614,66.43098385581382,1497.2713965007508,29.08394820361863,0.2851237206538242,3.7103576854126956,-1.1490854598011429,10.723519222505494,0
Lebanon,2023,1.2380174099619208,10.834785545603005,56.572091809727276,1376.7873273125222,21.086298126157068,-1.7955881774089526,22.01383060621633,-2.005816453296579,8.945400717954687,0
Lebanon,2024,3.0980219462237435,13.304917892932288,34.51824811606108,1438.0049692517123,31.185261865248314,-4.793359741980556,10.67537441081899,-1.3272091267050588,10.260274632599437,0
