Country,Year,GDP_Growth,Inflation,Debt_to_GDP,Exchange_Rate,Foreign_Reserves,Current_Account_Balance,Debt_Service_Exports,Political_Stability,Interest_Rate,Default
Nigeria,2000,4.342341932828573,17.487859801729726,67.44929792182468,387.36481226774947,25.67017707876213,-3.1468549032071085,7.758184814897751,-1.8592353718745425,18.24639047350149,0
Nigeria,2001,1.8341744206051422,9.359203221722249,57.26937428452125,210.3683705228232,33.60830876582301,2.795212797320735,18.54008955839363,-1.4738653781540698,14.546122029225373,0
Nigeria,2002,-0.7945604315861683,7.1464137483033054,58.61738465659658,627.9552618275127,38.168504910353434,-11.809744671847609,19.27044591448203,0.4547014975728436,14.476289361516729,0
Nigeria,2003,5.6827072433649874,12.15222528258184,69.14240384264232,446.5738466298985,26.023410051536963,0.908481337224377,15.018931801552503,-1.6746540290845713,15.539530717252171,0
Nigeria,2004,2.184476608221735,14.280623699610835,43.10197241432071,91.18223598238228,29.914367011307853,-0.40373531379259564,21.502013165018667,-0.6277799694072326,6.8763929420970165,0
Nigeria,2005,3.8358964275714893,3.905313856184069,53.91399874739188,821.3932380742871,29.21680091153158,-2.5019727862144756,16.167638604937224,-1.0394485472759465,16.32755116322196,0
Nigeria,2006,2.0312029379901295,10.623099865528891,54.27148141124298,374.12343851351505,32.066100908166575,-0.796692727864099,18.125144634447334,-1.3359740807640548,9.693206030353128,0
Nigeria,2007,2.654020925716729,9.58577416888502,78.37818534199761,456.8367504735735,42.46926961724303,-1.3397084550222993,9.828029476774304,-0.8657829818408695,16.554263604609318,0
Nigeria,2008,0.35902637955857974,20.443962413565707,52.675824527874575,179.00148814385543,36.96351895488104,-5.028152775410902,16.56881723070766,-1.9758539761151717,6.048985493804725,0
Nigeria,2009,3.8178552781072117,6.318747623624227,92.1851509496309,691.6216450188662,15.902145897064326,1.9201545680259984,15.078676285193493,-2.440276305390828,18.297510879362633,0
Nigeria,2010,2.4293841751001954,7.513779197891049,54.80594916265911,241.83153057565866,44.593138198218796,-1.2537537439289643,12.44195785559542,-1.2260245320703207,19.18865668588812,0
Nigeria,2011,4.872852967981119,1.4185398054668923,65.52082991113372,408.5431567587335,35.52523137281394,-2.6506761761008812,12.665167337726626,-1.0923433841405636,10.187693392302705,0
Nigeria,2012,-0.7736231796514188,8.689761607168176,54.67642618614629,353.2740863144688,30.424990979901384,-1.9650763203762027,9.57110827357118,-0.2765601801506371,10.79891831401043,0
Nigeria,2013,4.864330160740857,5.120596858545515,64.12172398997222,568.4549753512865,39.05507750996658,1.5385605762069652,9.973799863869175,-0.375048648970533,12.989103145775873,0
Nigeria,2014,1.5090729264451896,5.085287544480191,34.71599748633196,545.0973880482876,23.53176088473377,-3.9987674397669704,15.111130973607075,-0.6428443848221406,8.210575585696084,0
Nigeria,2015,3.3501441232630125,7.2672937399717625,37.161843533474396,133.19348020708605,40.517764425767446,-0.18964326770932338,15.979999574617828,-0.9131831883977649,14.823582763594317,0
Nigeria,2016,3.6729580041910257,9.365590175499081,52.56710735425745,287.6803335314771,25.71241239865497,-3.723374810421548,15.758181282261281,-1.735046608065429,9.808646177019975,0
Nigeria,2017,7.272927291057357,14.77233779335918,46.36526087251664,112.52936088692064,21.84976656958652,2.049222890610535,25.480058740716895,-0.9799697140878204,13.31297553333896,0
Nigeria,2018,2.3210803548196184,7.730981870727227,56.02945066209483,416.2721412223881,38.692518587119814,-1.2897375973260021,2.4402720905747444,-1.399983583260666,10.443431181156907,0
Nigeria,2019,3.4220711781691953,7.662798086442767,48.77752939521737,741.9321393860835,21.519820257345202,-3.0298575522262143,21.42299671115392,-1.0814471856818215,9.99846099314188,0
Nigeria,2020,3.8645362911678536,11.781804675379263,36.822129211653646,513.3391236350338,30.618459902532408,-2.9477910857704175,13.086503029408382,-0.7636076921515174,11.253516872956554,0
Nigeria,2021,1.8933096889918,11.474555883073927,51.15701123011676,139.49356010735494,22.504187775505905,-2.136838977028336,17.233087472848332,-0.8683139939427611,14.688884075539931,0
Nigeria,2022,8.39786586786023,11.163680593335547,85.12361891137687,712.7301396140675,28.529164952313295,-1.1915689676504262,18.670716690853755,-1.1749155492123151,10.321029333906234,0
Nigeria,2023,2.503879479130065,2.570497255076379,61.99576651300791,148.76169489365157,37.31219133667335,-6.960705453652417,14.492261536746234,-0.2111787408105944,9.447590566682036,0
Nigeria,2024,1.4492512931329584,15.189925778185938,70.27164118119627,738.9095588151517,40.40109665144407,0.21453246567560447,17.79704028609334,-0.9085856350934032,11.266770070051859,0
